"number";"name";"description";"restriction";"fonction"
9975;"PETROSELINUM CRISPUM";"Petroselinum Crispum Extract is the extract of the whole plant of parsley Petroselinum crispum, Umbelliferae";"";"SKIN CONDITIONING"
9976;"PETROSELINUM SATIVUM";"Petroselinum Sativum Extract is the extract of the whole plant of the Parsley, Petroselinum sativum, Umbelliferae";"";"SKIN CONDITIONING"
2365;"PEUCEDANUM GRAVEOLENS";"Peucedanum Graveolens Extract is an extract of the Dill, Peucedanum graveolens, Umbelliferae (syn. Anethum graveolens L.)";"";"TONIC"
14820;"PEUCEDANUM OSTRUTHIUM";"Peucedanum Ostruthium Leaf Extract is the extract of the leaves of Peucedanum ostruthium, Apiaceae";"";"SKIN CONDITIONING"
4554;"PEUMUS BOLDUS";"Peumus Boldus Leaf Extract is an extract obtained from the leaves of the Boldus, Peumus boldus, Monimiaceae";"";"MASKING"
17851;"PFAFFIA GLOMERATA";"Pfaffia Glomerata Root Juice is the juice expressed from the roots of Pfaffia glomerata, Amaranthaceae";"";"SKIN CONDITIONING"
 ;"PG-AMODIMETHICONE";"Siloxanes and silicones, 3-(2-(2,3-dihydroxypropylamino)ethyl)aminopropyl methyl, 2-(2,3-dihydroxypropylamino)ethylamino-2-methylethyl methyl, 3-(2-(2,3-dihydroxypropylamino)ethyl)amino-3-methylbutyl methyl, dimethyl";"";"HAIR CONDITIONING"
10050;"PG-HYDROLYZED COLLAGEN";"Collagen hydrolysates, 2-hydroxypropyl derivatives";"";"HAIR CONDITIONING, SKIN CONDITIONING"
10051;"PG-HYDROLYZED KERATIN";"Keratin hydrolysates, 2-hydroxypropyl derivatives";"";"HAIR CONDITIONING, SKIN CONDITIONING"
10052;"PG-HYDROLYZED RICE";"Proteins, rice (Oryza sativa), hydrolyzed, 2-hydroxypropyl derivatives";"";"HAIR CONDITIONING, SKIN CONDITIONING"
10053;"PG-HYDROLYZED SILK";"Silk hydrolysates, 2-hydroxypropyl derivatives";"";"HAIR CONDITIONING, SKIN CONDITIONING"
10054;"PG-HYDROLYZED SOY";"Proteins, soy (Glycine soja), hydrolysed, 2-hydroxypropyl derivatives";"";"HAIR CONDITIONING, SKIN CONDITIONING"
10055;"PG-HYDROLYZED WHEAT";"Proteins, wheat (Triticum vulgare), hydrolysed, 2-hydroxypropyl derivatives";"";"HAIR CONDITIONING, SKIN CONDITIONING"
13777;"PG-HYDROXYETHYLCELLULOSE COCODIMONIUM";"Propanaminium, N-coco-alkyl-N,N-dimethyl-2,3-dihydroxy-, 3-ethers with 2-hydroxyethylcellulose, chlorides";"";"ANTISTATIC, HAIR CONDITIONING"
13778;"PG-HYDROXYETHYLCELLULOSE LAURYLDIMONIUM";"Dodecanaminium, N,N-dimethyl-N-(2,3-dihydroxypropyl)-, ethers with 2-hydroxyethylcellulose, chlorides";"";"ANTISTATIC, HAIR CONDITIONING"
13779;"PG-HYDROXYETHYLCELLULOSE STEARYLDIMONIUM";"Octadecanaminium, N,N-dimethyl-N-(2,3-dihydroxypropyl)-, ethers with 2-hydroxyethylcellulose, chlorides";"";"ANTISTATIC, HAIR CONDITIONING"
 ;"PG-PALMOYLPALMAMIDE";"PG-Palmoylpalmamide is the substituted amide formed by the reaction of a palm oil ketone dimer and 3-amino-1,2-propanediol";"";"HAIR CONDITIONING, HUMECTANT, SKIN PROTECTING"
20169;"PHAEOCYSTIS ANTARCTICA";"Phaeocystis Antarctica Extract is the extract of the alga, Phaeocystis antarctica, Prymesiophyceae.";"";"ANTIOXIDANT, HAIR CONDITIONING, SKIN PROTECTING"
20176;"PHAEOCYSTIS POUCHETII";"Phaeocystis Pouchetii Extract is the extract of the alga, Phaeocystis pouchetii.";"";"ANTIOXIDANT, HAIR CONDITIONING, HUMECTANT, SKIN PROTECTING"
18508;"PHAFFIA RHODOZYMA";"Phaffia Rhodozyma Ferment Extract is the extract of the fermentation product of Phaffia rhodozyma";"";"ANTIOXIDANT, EMOLLIENT"
23121;"PHALAENOPSIS APHRODITE";"Phalaenopsis Aphrodite Callus Extract is the extract of the callus of Phalaenopsis aphrodite grown in culture, Orchidaceae.";"";"ANTIOXIDANT, REDUCING, SKIN PROTECTING"
23520;"PHALAENOPSIS CHARM";"Phalaenopsis Charm Sun Big Red Robe Flower Extract is the extract of the flowers of the cultivar, Phalaenopsis 'Charm Sun Big Red Robe', Orchidaceae.";"";"ANTIMICROBIAL, ANTIOXIDANT, SKIN CONDITIONING, SKIN PROTECTING"
23673;"PHALAENOPSIS LOBBII";"Phalaenopsis Lobbii Extract is the extract of the whole plant, Phalaenospis lobbii, Orchidaceae.";"";"BLEACHING"
20180;"PHALAENOPSIS PULCHERRIMA";"Phalaenopsis Pulcherrima Callus Powder is the powder obtained from the dried, ground callus of Phalaenopsis pulcherrima grown in culture, Orchidaceae.";"";"SKIN CONDITIONING"
22165;"PHALAENOPSIS SHIUH-DONG";"Phalaenopsis Shiuh-Dong Whishkey Flower Extract is the extract of the flowers of Phalaenopsis shiuh-dong whishkey.";"";"ANTIOXIDANT, SKIN CONDITIONING, SKIN PROTECTING"
21260;"PHALAENOPSIS SOGO";"Phalaenopsis Sogo Yukidian Petal Extract is the extract of the petals of Phalaenopsis sogo yukidian, Orchidaceae.";"";"ANTIOXIDANT, SKIN PROTECTING"
22549;"PHALLUS INDUSIATUS";"Phallus Indusiatus Mycelium/Polygonum Multiflorum Root Extract Ferment Filtrate is a filtrate of the product obtained by the fermentation of Polygonum Multiflorum Root Extract by the mycelium of the fungus, Phallus indusiatus.";"";"SKIN CONDITIONING"
10059;"PHASEOLUS ACONITIFOLIUS";"Phaseolus Aconitifolius Seed Extract is an extract of the seeds of the Bean, Phaseolus aconitifolius, Leguminosae";"";"SKIN CONDITIONING"
21992;"PHASEOLUS COCCINEUS";"Phaseolus Coccineus Seed Extract is the extract of the seeds of Phaseolus coccineus, Fabaceae.";"";"SKIN CONDITIONING"
10063;"PHASEOLUS LUNATUS";"Phaseolus Lunatus Seed Extract is an extract of the seeds of the Green Bean, Phaseolus lunatus L., Leguminosae";"";"EMOLLIENT"
15541;"PHASEOLUS MUNGO";"Phaseolus Mungo Root Extract is the extract of the roots of Phaseolus mungo L., Fabaceae";"";"MASKING"
10068;"PHASEOLUS TRILOBUS";"Phaseolus Trilobus Seed Extract is an extract of the seeds of the Bean, Phaseolus trilobus, Leguminosae";"";"HUMECTANT, SKIN CONDITIONING"
15599;"PHEBALIUM NUDUM";"Phebalium Nudum Flower/Leaf Extract is the extract of the flowers and leaves of Phebalium nudum, Rutaceae";"";"MASKING"
23352;"PHELLINUS BAUMII";"Phellinus Baumii Extract is the extract of the fungus, Phellinus baumii, Hymenochaetaceae.";"";"ANTIOXIDANT, ASTRINGENT, HUMECTANT, SKIN CONDITIONING"
25194;"ABALONE FERMENT";"Phellinus Linteus/Abalone Ferment Filtrate is a filtrate of the product obtained by the fermentation of abalone by the fungus, Phellinus linteus.";"";"SKIN CONDITIONING"
17754;"PHELLINUS RIBIS";"Phellinus Ribis Extract is the extract of the mushroom, Phellinus ribis";"";"ANTIOXIDANT"
 ;"PHENACETIN";"Acetamide, N-(4-ethoxyphenyl)-,";"";"STABILISING"
10074;"PHENETH-6 PHOSPHATE";"Phenol, ethoxylated, phosphate esters (6 mol EO average)";"";"CLEANSING, SURFACTANT"
4560;"PHENETHYL 2-ETHYLBUTYRATE";"Phenylethyl 2-ethylbutanoate";"";"PERFUMING"
4566;"PHENETHYL 2-METHYLBUTYRATE";"2-Phenylethyl 2-methylbutyrate";"";"PERFUMING"
13781;"PHENETHYL ACETATE";"Phenethyl acetate";"";"MASKING"
2367;"PHENETHYL ALCOHOL";"2-Phenylethanol";"";"MASKING"
4556;"PHENETHYL ANTHRANILATE";"Phenethyl 2-aminobenzoate";"";"PERFUMING"
13782;"PHENETHYL BENZOATE";"Benzoic acid, 2-phenylethyl ester";"";"EMOLLIENT, PERFUMING"
4557;"PHENETHYL BUTYRATE";"Phenethyl butanoate";"";"PERFUMING"
16008;"PHENETHYL CAFFEATE";"2-Propenoic Acid, 3-(3,4-Dihydroxyphenyl)-, 2-Phenylethyl Ester";"";"ANTIOXIDANT"
4558;"PHENETHYL CINNAMATE";"Phenylethyl 3-phenyl-2-propenoate";"";"PERFUMING"
4559;"PHENETHYL CROTONATE";"2-Phenylethyl trans-2-butenoate";"";"PERFUMING"
2368;"PHENETHYL DIMETHICONE";"2-Phenylethyl methyl siloxane, polymer with dimethylsiloxane, trimethylsilyl-terminated";"";"EMOLLIENT"
13783;"PHENETHYL DISILOXANE";"Disiloxane, 1,1,2,2,2-pentamethyl-1-(2-phenylethyl)-";"";"ANTIFOAMING, SKIN CONDITIONING"
4561;"PHENETHYL FORMATE";"Phenylethyl methanoate";"";"PERFUMING"
4562;"PHENETHYL ISOBUTYRATE";"Phenylethyl 2-methylpropanoate";"";"PERFUMING"
4563;"PHENETHYL ISOTHIOCYANATE";"Phenylethyl Isothiocyanate";"";"PERFUMING"
4564;"PHENETHYL ISOVALERATE";"Phenylethyl 3-methylbutanoate";"";"PERFUMING"
4565;"PHENETHYL METHACRYLATE";"2-Phenylethyl 2-Methyl-2-propenoate";"";"PERFUMING"
4567;"PHENETHYL METHYL";"3-Methyl-1-phenylpentan-3-ol";"";"PERFUMING"
23258;"PHENETHYL PHENOXY";"1H-Pyrrolo[3,2-c]quinoline, 2,3-dihydro-4-methyl-8-phenoxy-1-(2-phenylethyl)-, hydrochloride (1:1)";"";"PRESERVATIVE"
4569;"PHENETHYL PHENYLACETATE";"Phenylethyl phenylacetate";"";"PERFUMING"
4570;"PHENETHYL PIVALATE";"Phenylethyl 2,2-dimethylpropanoate";"";"PERFUMING"
4571;"PHENETHYL PROPIONATE";"Phenylethyl propanoate";"";"PERFUMING"
4572;"PHENETHYL SALICYLATE";"Phenylethyl 2-hydroxybenzoate";"";"PERFUMING"
4573;"PHENETHYL TIGLATE";"Phenylethyl (2E)-2-methyl-2-butenoate";"";"PERFUMING"
10075;"METHYLSTYRENE COPOLYMER";"Phenol, polymer with ethenylbenzene and (1-methylethenyl)benzene";"";"DEPILATORY"
 ;"PHENOLSULFONPHTHALEIN";"";"";"BUFFERING"
25135;"PHENOXY PEG-2";"Phenoxy PEG-2 Acrylate is the product obtained by the reaction of acrylic acid with a polyoxyethylene derivative of Phenol containing an average of 2 moles of ethylene oxide. It conforms generally to the formula:";"";"FILM FORMING"
20285;"PHENOXY PEG-4";"Phenoxy PEG-4 Laurate/Palmitate is the product obtained by the reaction of a mixture of lauric and palmitic acids with a polyoxyethylene derivative of Phenol containing an average of 4 moles of ethylene oxide.";"";"HAIR CONDITIONING"
 ;"PHENOXYACETALDEHYDE";"Phenoxyacetaldehyde";"";"PERFUMING"
4575;"PHENOXYACETIC ACID";"Phenoxyacetic acid";"";"PERFUMING"
 ;"PHENOXYETHANOL";"2-Phenoxyethanol";"V/29";"PRESERVATIVE"
19576;"PHENOXYETHYL CAPRYLATE";"Octanioic acid, 2-phenoxyethyl ester";"";""
4576;"PHENOXYETHYL ISOBUTYRATE";"2-Phenoxyethyl 2-methylpropanoate";"";"PERFUMING"
23108;"PHENOXYETHYL METHACRYLATE";"2-Propenoic acid, 2-methyl-, 2-phenoxyethyl ester";"";"BINDING"
14774;"PHENOXYETHYL PCA";"L-Proline, 5-Oxo-, 2-Phenoxyethyl Ester";"";"HUMECTANT"
4577;"PHENOXYETHYL PROPIONATE";"2-Phenoxyethyl propanoate";"";"PERFUMING"
 ;"PHENOXYETHYLPARABEN";"2-Phenoxyethyl p-hydroxybenzoate";"";"ANTIMICROBIAL"
 ;"PHENOXYISOPROPANOL";"1-Phenoxypropan-2-ol";"III/54 V/43";"PRESERVATIVE, SOLVENT"
 ;"PHENOXYPROPANEDIOL";"1,2-Propanediol, 3-phenoxy-";"";"SOLVENT"
2372;"PHENYL BENZOATE";"Phenyl benzoate";"V/1a";"PRESERVATIVE"
13784;"PHENYL DIMETHICONE";"1,1,3,3-Tetramethyl-1,3-diphenyldisiloxane; Poly(methyl phenyl siloxane)";"";"ANTIFOAMING, SKIN CONDITIONING"
2373;"PHENYL MERCURIC";"Phenylmercury acetate";"V/17";"PRESERVATIVE"
13785;"PHENYL METHICONE";"Polymethylphenyl siloxane";"";"EMOLLIENT"
10079;"PHENYL METHICONOL";"Siloxanes and silicones, Me Ph, hydroxy-terminated";"";"HAIR CONDITIONING, SKIN CONDITIONING"
2376;"PHENYL METHYL";"3H-Pyrazol-3-one, 2,4-dihydro-5-methyl-2-phenyl-";"III/228";"HAIR DYEING"
10080;"PHENYL PROPYL";"Siloxanes and silicones, propyl trimethylsilyloxy, phenyl trimethylsilyloxy, trimethylsilyl-terminated";"";"HAIR CONDITIONING, SKIN CONDITIONING"
10081;"DIPHENYLMETHICONE";"Siloxanes and silicones, propyl trimethylsilyloxy, phenyl trimethylsilyloxy, diphenyl, trimethylsilyl-terminated";"";"ANTICAKING, EMOLLIENT"
2377;"PHENYL SALICYLATE";"Benzoic acid, 2-hydroxy-, phenyl ester";"";"ANTIMICROBIAL, DENATURANT, PERFUMING"
18913;"PHENYL T-BUTYLNITRONE";"2-Propanamine, 2-methyl-N-(phenylmethylene)-, N-oxide";"";"ANTIOXIDANT"
24865;"PHENYL THIAZINANE";"2-Phenyl-1,3-Thiazinane-4-Carboxylic Acid";"";"ANTIOXIDANT"
25384;"PHENYL TIMONACIC";"2-Phenylthiazolidine-4-carboxylic acid";"";"SKIN CONDITIONING, SKIN PROTECTING"
 ;"PHENYLACETALDEHYDE";"Phenylacetaldehyde";"";"PERFUMING"
4578;"PHENYLACETALDEHYDE DIETHYL";"(2,2-Diethoxyethyl)benzene";"";"PERFUMING"
4579;"PHENYLACETALDEHYDE DIGERANYL";"(2,2-bis((3,7-Dimethyl-2,6-octadienyl)oxy) ethyl)benzene";"";"PERFUMING"
4580;"PHENYLACETALDEHYDE DIHYDROGERANYL";"(2,2-bis((3,7-Dimethyl-6-octenyl)oxy)ethyl) benzene";"";"PERFUMING"
4581;"PHENYLACETALDEHYDE DIISOAMYL";"(2,2-bis(3-Methylbutoxy)ethyl)benzene";"";"PERFUMING"
4582;"PHENYLACETALDEHYDE DIMETHYL";"1,1-Dimethoxy-2-phenylethane";"";"PERFUMING"
4583;"PHENYLACETALDEHYDE ETHYLENEGLYCOL";"2-Benzyl-1,3-dioxolane";"";"PERFUMING"
4585;"PHENYLACETALDEHYDE GLYCERYL";"2-Benzyl-1,3-dioxolan-4-ylmethanol; 1,2-O-Phenethylideneglycerol";"";"PERFUMING"
4587;"PHENYLACETALDEHYDE HEXYLENEGLYCOL";"2-Benzyl-4,4,6-trimethyl-1,3-dioxane; 2,4-O-Phenethylidene(2-methyl)pentylene-2,4-diol";"";"PERFUMING"
4588;"PHENYLACETALDEHYDE ISOHEXYLENEGLYCOL";"2-Benzyl-4,5,6-trimethyl-1,3-dioxane; 2,4-O-Phenethylidene(3-methyl)pentylene-2,4-diol";"";"PERFUMING"
4589;"PHENYLACETALDEHYDE OXIME";"Phenylacetaldehyde oxime";"";"PERFUMING"
4590;"PHENYLACETIC ACID";"Phenylacetic Acid";"";"PERFUMING"
23159;"PHENYLAMINOPROPYL POLYSESQUIOXANE";"Phenylaminopropyl Polysesquioxane is a resinous material composed of a mixture of three-dimensional siloxane polymers and oligomers with cage structures. For the oligomers, each silicon atom in the polysilsesquioxane is connected via oxygen atoms to three other silicon atoms and can be represented by the empirical formulation RSiO3/2 where R represents the phenylaminopropyl group. For the larger polymeric polysilsesquioxanes, some of the silicon atoms are not connected to other silicon atoms and instead have a silanol (SiOH) group. Phenylaminopropyl Polysesquioxane is prepared by the hydrolysis and condensation of N-phenylaminopropyl trimethoxysilane.";"";"NAIL CONDITIONING"
2378;"PHENYLBENZIMIDAZOLE SULFONIC";"2-Phenyl-1H-benzimidazole-5-sulphonic acid";"VI/6";"UV ABSORBER, UV FILTER"
 ;"PHENYLDIMETHOXYACETOPHENONE";"Ethanone, 2,2-dimethoxy-1,2-diphenyl-";"";"MASKING"
20335;"PHENYLENE BIS-DIPHENYLTRIAZINE";"Phenylene Bis-Diphenyltriazine is the organic compound that conforms to the formula";"";"STABILISING, UV FILTER"
 ;"PHENYLETHOXYACETALDEHYDE";"(2-Phenylethoxy)acetaldehyde";"";"PERFUMING"
15283;"PHENYLETHYL RESORCINOL";"1,3-Benzenediol, 4-(1-Phenylethyl)-";"";"ANTIOXIDANT"
 ;"PHENYLETHYLIDENE-BIS-INDOLE";"1,1'-(2-Phenylethylidene)bis(1H-indole)";"";"PERFUMING"
 ;"PHENYLETHYLPYRIDINE";"2-(2-Phenylethyl)pyridine";"";"PERFUMING"
 ;"PHENYLISOHEXANOL";"3-Methyl-5-phenylpentanol";"";"MASKING"
10144;"PHENYLISOPROPYL DIMETHICONE";"Siloxanes and Silicones, 2-phenylpropyl methyl, dimethyl";"";"HAIR CONDITIONING, SKIN CONDITIONING"
 ;"PHENYLMETHYLPENTANAL";"Pentanal, 3-methyl-5-phenyl-; beta-Methyl-Benzenepentanal";"";"MASKING, PERFUMING"
23991;"PHENYLMETHYLSULFONYL FLUORIDE";"Benzenemethanesulfonyl fluoride,PMSF";"";"SKIN CONDITIONING"
 ;"PHENYLPARABEN";"Phenyl 4-hydroxybenzoate";"II/1376";"ANTIMICROBIAL"
 ;"PHENYLPENTANOL";"5-Phenylpentan-1-ol";"";"PERFUMING"
 ;"PHENYLPROPANE";"Benzene, propyl,Isocumene";"";"SOLVENT"
 ;"PHENYLPROPANOL";"3-Phenylpropan-1-ol; Phenethyl carbinol";"";"MASKING, PERFUMING, SOLVENT"
 ;"PHENYLPROPIONALDEHYDE";"Phenylpropionaldehyde";"";"PERFUMING"
10145;"PHENYLPROPYL ETHYL";"Siloxanes and silicones, Et Me, Me 2-phenylpropyl";"";"HAIR CONDITIONING, SKIN CONDITIONING"
 ;"PHENYLPROPYLDIMETHYLSILOXYSILICATE";"Silicic acid, dimethyl(2-phenylpropyl)silyl ester";"";"EMOLLIENT, FILM FORMING, HAIR CONDITIONING, SKIN CONDITIONING"
26838;"PHENYLTHIAZOLYL FLUOROANILINE";"Phenylthiazolyl Fluoroaniline is the organic compound that conforms to the formula:";"";"SKIN CONDITIONING"
2380;"PHENYLTHIOGLYCOLIC ACID";"(Phenylthio)acetic acid";"";"ANTIOXIDANT"
24839;"PHEOPHORBIDE A";"Pheophorbide A Amido PEG-45 Amido Distearoyl Glycerophosphoethane is the organic compound that conforms to the formula:";"";"ANTIMICROBIAL, ANTIOXIDANT, ANTISEBORRHOEIC"
26784;"PHIALOPHORA PARASITICA";"Phialophora Parasitica/Aquilaria Agallocha Wood Ferment Powder is the dried, ground powder of the product obtained by the fermentation of the wood of Aquilaria agallocha by the microorganism Phialophora parasitica.";"";"MASKING"
10147;"PHILADELPHUS CORONARIUS";"Philadelphus Coronarius Flower Extract is an extract of the flowers of Philadelphus coronarius, Saxifragaceae";"";"SKIN CONDITIONING"
19918;"PHLOMIS KORAIENSIS";"Phlomis Koraiensis Root Extract is the extract of the roots of Phlomis koraiensis, Lamiaceae.";"";"SKIN CONDITIONING"
10148;"PHLOMIS LYCHNITIS";"Phlomis Lychnitis Extract is an extract of the whole plant, Phlomis lychnitis L., Lamiaceae";"";"SKIN CONDITIONING"
 ;"PHLORETIN";"3-(4-hydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)propan-1-one; Dihydronaringenin; 4,2',4',6'-Tetrahydroxydihydrochalcone";"";"ANTIOXIDANT, ANTISEBORRHOEIC"
 ;"PHLORIDZIN";"2'-(?-D-glucopyranosyloxy)-4',6'-dihydroxy-3-(4-hydroxyphenyl)propiophenone;";"";"SKIN CONDITIONING"
18301;"PHLORIDZINYL GLUCOSIDE";"Phloridzinyl Glucoside is the product obtained by the reaction of Phloridzin and glucose";"";"ANTIOXIDANT, SKIN CONDITIONING"
10149;"PHLOROGLUCINOL TRIMETHYL";"Benzene, 1,3,5-trimethoxy-";"";"SKIN CONDITIONING"
16060;"PHLOX DRUMMONDII";"Phlox Drummondii Seed Extract is the extract of the seeds of Phlox drummondii, Polemoniaceae";"";"HAIR CONDITIONING, NAIL CONDITIONING, SKIN CONDITIONING"
10150;"PHOENIX CANARIENSIS";"Phoenix Canariensis Leaf Extract is an extract of the leaves of the Date, Phoenix canariensis, Palmaceae";"";"SKIN PROTECTING"
26211;"PHOLIOTA MICROSPORA";"Pholiota Microspora Fruiting Body Extract is the extract of the fruiting body of the fungus, Pholiota microspora.";"";"HUMECTANT, SKIN CONDITIONING"
 ;"PHONOLITE";"Phonolite is a mineral consisting mainly of the oxides of silicon, aluminium, iron, calcium, sodium and potassium";"";"ABSORBENT"
25249;"PHORMIDIUM ELEMIS";"Phormidium Elemis Lysate Filtrate is the filtrate of the product obtained after the lysis of the cultured cells of the alga, Phormidium elemis.";"";"ANTIOXIDANT, HUMECTANT, SKIN CONDITIONING"
18763;"PHORMIDIUM FERMENT";"Phormidium Ferment is the product obtained through fermentation by the microorganism, Phormidium";"";"SKIN CONDITIONING"
18473;"PHORMIDIUM PERSICINUM";"Phormidium Persicinum Extract is the extract of the alga, Phromidium persicinum";"";"ANTIOXIDANT"
16030;"PHORMIDIUM UNCINATUM";"Phormidium Uncinatum Extract is the extract of the Alga, Phormidium uncinatum";"";"SKIN CONDITIONING"
16908;"PHOSPHATE BUFFERED";"Phosphate Buffered Saline is a phosphate buffered solution containing a physiological concentration of inorganic salt";"";"SOLVENT"
21369;"PHOSPHATIDIC ACID";"Phosphatidic Acid is the phospholipid in which one of the primary hydroxyl groups of glycerin is esterified with phosphoric acid; and the two remaining hydroxyl groups are esterified with long chain, saturated or unsaturated fatty acids";"";"EMOLLIENT, EMULSION STABILISING, SKIN CONDITIONING, SURFACTANT"
 ;"PHOSPHATIDYLCHOLINE";"Lecithins, egg yolk";"";"EMULSIFYING, SKIN CONDITIONING"
 ;"PHOSPHATIDYLGLYCEROL";"Phosphatidylglycerol is the phospholipid that conforms to the formula:(structure)where RCO- represents naturally occurring fatty acids";"";""
 ;"PHOSPHATIDYLINOSITOL";"";"";"ANTIOXIDANT, EMULSIFYING, SKIN CONDITIONING"
 ;"PHOSPHATIDYLSERINE";"Fatty acid diglycerides, phosphate monoesters, 2-amino-2-carboxyethyl ester";"";"EMULSION STABILISING, HAIR CONDITIONING, SKIN CONDITIONING, SKIN PROTECTING"
 ;"PHOSPHOLIPIDS";"Phospholipids";"";"SKIN CONDITIONING"
10158;"PHOSPHONOBUTANETRICARBOXYLIC ACID";"1,2,4-Butanetricarboxylic acid, 2-phosphono-";"";"ANTICORROSIVE, BUFFERING, CHELATING"
2381;"PHOSPHORIC ACID";"Orthophosphoric acid";"";"BUFFERING"
21074;"PHOSPHOROTHIOATE DNA-1";"Phosphorothioate DNA-1 is a thiol substituted DNA (q.v.) comprised of 20 modified nucleotides";"";"SKIN CONDITIONING"
10159;"PHOSPHORUS PENTOXIDE";"Phosphorus pentoxide";"";"BUFFERING, CHELATING"
22400;"PEG-10 DIMETHACRYLATE";"Phosphorylcholine Glycol Methacrylate/PEG-10 Dimethacrylate Crosspolymer is the crosslinked polymer formed from phosphorylcholine glycol methacrylate and PEG-10 dimethacrylate monomers.";"";"FILM FORMING, HUMECTANT, SKIN CONDITIONING"
23018;"PHRAGMITES AUSTRALIS";"Phragmites Communis Rhizome Extract";"";"SKIN CONDITIONING"
18761;"PHRAGMITES KARKA";"Phragmites Karka Extract is the extract of Phragmites karka, Poaceae";"";"SKIN CONDITIONING"
16207;"PHRYMA LEPTOSTACHYA";"Phryma Leptostachya Extract is the extract of the whole plant, Phryma leptostachya L., Phrymaceae";"";"SKIN CONDITIONING"
13846;"GLYCIDYL DECANOATE";"1,3-Isobenzofurandione, polymer with 1,2,3-propanetriol and oxiranylmethyl decanoate";"";"FILM FORMING, VISCOSITY CONTROLLING"
13847;"GLYCOLS COPOLYMER";"1,3-Isobenzofurandione, polymer with 5-carboxy-1,3-isobenzofurandione, 1,2-ethanediol and 2,2-dimethyl-1,3-propanediol";"";"FILM FORMING, VISCOSITY CONTROLLING"
10162;"PHTHALIMIDOPEROXYCAPROIC ACID";"1,3-Dihydro-1,3-dioxo-2H-isoindole-2-hexaneperoxoic acid";"";"OXIDISING"
16225;"PHYLLACANTHA FIBROSA";"Phyllacantha Fibrosa Extract is the extract of the Alga, Phyllacantha fibrosa";"";"SKIN CONDITIONING"
24725;"PHYLLANTHUS ACIDUS";"Phyllanthus Acidus Fruit Extract is the extract of the fruit of Phyllanthus acidus, Phyllanthaceae.";"";"SKIN CONDITIONING"
2382;"PHYLLANTHUS EMBLICA";"Phyllanthus Emblica Extract is an extract of the herb, Phyllanthus emblica L., Euphorbiaceae";"";"SKIN CONDITIONING"
10166;"PHYLLANTHUS NIRURI";"Phyllanthus Emblica Extract is an extract of the whole plant, Phyllanthus niruri, Euphorbiaceae";"";"ANTIMICROBIAL, SKIN PROTECTING"
18119;"PHYLLANTHUS URINARIA";"Phyllanthus Urinaria Extract is the extract of the whole plant, Phyllanthus urinaria L., Phyllanthaceae";"";"ANTIOXIDANT, ASTRINGENT, BLEACHING, SKIN PROTECTING"
24421;"PHYLLOSPADIX IWATENSIS";"Phyllospadix Iwatensis Extract is the extract of the whole plant, Phyllospadix iwatensis, Zosteraceae.";"";"SKIN CONDITIONING, SKIN PROTECTING"
20993;"PHYLLOSPADIX SCOULERI";"Phyllospadix Scouleri Extract is the extract of the whole plant, Phyllospadix scouleri, Zosteraceae.";"";"BLEACHING"
22028;"PHYLLOSTACHYS AUREOSULCATA";"Phyllostachys Aureosulcata Leaf Extract is the extract of the leaves of Phyllostachys aureosulcata, Poaceae.";"";"EMOLLIENT, SKIN CONDITIONING"
10167;"PHYLLOSTACHYS EDULIS";"Phyllostachys Edulis Extract is an extract of the whole plant, Phyllostachys edulis, Poaceae";"";"HAIR CONDITIONING, HUMECTANT, SKIN CONDITIONING"
23772;"SHOOT EXTRACT";"Phyllostachys Edulis Leaf/Shoot Extract is the extract of the leaves and shoots of Phyllostachys edulis, Poaceae.";"";"SKIN PROTECTING"
15585;"PHYLLOSTACHYS NIGRA";"Phyllostachys Nigra Extract is the extract of the whole plant Phyllostachys nigra, Poaceae";"";"SKIN CONDITIONING"
20101;"EDULIS SHOOT";"Phyllostachys Pubescens/Edulis Shoot Sheath Extract is the extract of the shoot sheaths of Phyllostachys pubescens and Phyllostachyl edulis.";"";"ANTIMICROBIAL, ANTIOXIDANT, SKIN CONDITIONING"
10168;"PHYLLOSTACHYS RETICULATA";"Phyllostachys Reticulata Extract is an extract of the whole plant, Phyllostachys reticulata, Poaceae";"";"SKIN CONDITIONING"
17068;"PHYMATOLITHON CALCAREUM";"Phymatolithon Calcareum Extract is the extract of the alga, Phymatolithon calcareum";"";"SKIN CONDITIONING"
26053;"PHYMATOSORUS GROSSUS";"Phymatosorus Grossus Leaf Extract is the extract of the leaves of Phymatosorus grossus, Polypodiaceae.";"";"SKIN PROTECTING"
10169;"PHYSALIS ALKEKENGI";"Physalis Alkekengi Calyx Extract is the extract of the calyxes of Physalis alkekengi, Solanaceae";"";"SKIN CONDITIONING"
14835;"PHYSALIS ANGULATA";"Physalis Angulata Extract is the extract of the whole plant, Physalis angulata L., Solanaceae";"";"SKIN PROTECTING"
24012;"PHYSALIS PERUVIANA";"Physalis Peruviana Calyx Extract is the extract of the calyxes of Physalis peruviana, Solanaceae.";"";"SKIN CONDITIONING"
19390;"PHYSALIS PRUINOSA";"Physalis Pruinosa Fruit Extract is the extract of the fruit of Physalis pruinosa, Solanaceae";"";"SKIN CONDITIONING"
18736;"PHYSALIS PUBESCENS";"Physalis Pubescens Fruit Extract is the extract of the fruit of Physalis pubescens L., Solanaceae";"";"SKIN CONDITIONING"
