"Name";"Accepted_name_rank";"Accepted_name_family";"Genus_matched";"Specific_epithet_matched";"Accepted_name_species";"Taxonomic_status";"Overall_score";"Source";"fonction";"restriction";"description"
"Prunus avium";"species";"Rosaceae";"Prunus";"avium";"Prunus avium";"Accepted";"1";"tpl;usda";"SKIN CONDITIONING";"";"Prunus Avium Flower Extract is the extract of the flowers of Sweet cherry, Prunus avium L., Rosaceae"
"Prunus campanulata";"species";"Rosaceae";"Prunus";"campanulata";"Prunus campanulata";"Accepted";"1";"tpl";"SKIN CONDITIONING";"";"Prunus Campanulata/Yedoensis Flower Extract is the extract of the flowers of the hybrid formed between Prunus yedoensis and Prunus campanulata."
"Prunus cerasifera";"species";"Rosaceae";"Prunus";"cerasifera";"Prunus cerasifera";"Accepted";"1";"tpl;tropicos;usda";"SKIN PROTECTING";"";"Prunus Cerasifera Flower Extract is the extract of the flowers of Prunus cerasifera, Rosaceae."
"Prunus cerasus";"species";"Rosaceae";"Prunus";"cerasus";"Prunus cerasus";"Accepted";"1";"tpl;usda";"HUMECTANT";"";"Prunus Cerasus Bud Extract is the extract of the buds of the Bitter Cherry, Prunus cerasus L., Rosaceae"
"Prunus davidiana";"species";"Rosaceae";"Prunus";"davidiana";"Prunus davidiana";"Accepted";"1";"tpl";"SKIN CONDITIONING";"";"Aspergillus/Lactobacillus/Saccharomyces/Actinidia Arguta Fruit/Akebia Quinata Fruit/Corylus Heterophylla Fruit/Diospyros Lotus Fruit/Morus Alba Fruit/Prunus Davidiana Fruit/Pyrus Lindleji Fruit/Rubus Crataegifolius Fruit/Vitis Amurensis Fruit Ferment Filtrate is a filtrate of the product obtained by the fermentation of the fruit of Actinidia arguta, Akebia quinata, Corylus heterophylla, Diospyros lotus, Morus alba, Prunus davidiana, Pyrus lindleji, Rubus crataegifolius and Vitis amurensis, by the microorganisms, Aspergillus, Lactobacillus and Saccharomyces"
"Prunus domestica";"species";"Rosaceae";"Prunus";"domestica";"Prunus domestica";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"This is the extract of the product obtained by the fermentation of the roots of Brassica rapa (turnip), Curcuma zedoaria, Arctium lappa, Zingiber officinale (ginger), Solanum tuberosum (potato), Daucus carota (carrot), Pfaffia paniculata, Lepidium meyenii, Manihot esculenta, Smallanthus sonchifolius, Laminaria japonica, Curcuma longa (turmeric); the fruit of Euterpe oleracea, Malpighia glabra (acerola), Illicium verum (anise), Citrus aurantium dulcis (orange), Cucurbita pepo (pumpkin), Myrciaria dubia, Paullinia cupana, Actinidia chinensis (kiwi), Psidium guajava, Citrullus vulgaris (watermelon), Taverrhoa carambola, Solanum lycopersicum (tomato), Prunus domestica, Ananas sativus (pineapple), Musa sapientum (banana), Carica papaya (papaya), Capsicum annuum, Garcinia mangostana (mango), Cucumis melo (melon), Pyrus communis, Pyrus malus (apple), Citrus medica limonum (lemon), and Chaenomeles sinensis; the seeds of Phaseolus angularis, Panicum italicum, Cicer arietinum, Pisum sativum (pea), Avena sativa (oat), Hordium vulgare, Panicum miliaceum (millet), Oryza sativa (rice), Sesamum indicum (sesame), Glycine soja (soybean), Sorghum bicolor, Zea mays (corn), Coix lachryma-jobi ma-yuen, Lecythis ollaria, Echinochloa crus-galli, Triticum vulgare (wheat), Phaseolus vulgaris, Secale cereale (rye), and Lens esculenta (lentil); the leaves of Gynostemma pentaphyllum, Laminaria japonica, Echinodorus macrophyllus, Stevia rebaudiana, Ilex paraguariensis, Cymbopogon citratus, Citrullus vulgaris (watermelon), Rosmarinus officinalis (rosemary), Undaria pinnatifida, Aloe arborescens, Olea europaea (olive), Camellia sinensis, Artemisia princeps, Sasa veitchii and Alpinia speciosa; the wood of Erythroxylum catuaba and Uncaria tomentosa; the bark of Cinnamomum cassia and Tabebuia avellanedae; the rhizomes of Nelumbo nucifera; the flowers of Anthemis nobilis; the fruiting body of Sparassis crispa, Pleurotus eryngii and Pleurotus sajor-caju; the alga, Fucus vesiculosus and Cladosiphon okamuranus; and the whole plants, Chlorella vulgaris, Houttuynia cordata, Crataegus oxyacantha, Cordyceps sinensis and Ampelopsis brevipedunculata, by the microorganism, Aspergillus"
"Prunus humilis";"species";"Rosaceae";"Prunus";"humilis";"Prunus humilis";"Accepted";"1";"tpl";"SKIN CONDITIONING";"";"Prunus Humilis Fruit Extract is the extract of the fruit of Prunus humilis, Rosaceae."
"Cerasus lannesiana";"species";"Rosaceae";"Prunus";"lannesiana";"Cerasus lannesiana";"Synonym";"1";"tpl";"HUMECTANT, SKIN CONDITIONING";"";"Prunus Lannesiana Flower is the flowers of Prunus lannesiana, Rosaceae"
"Prunus mume";"species";"Rosaceae";"Prunus";"mume";"Prunus mume";"Accepted";"1";"tpl";"SKIN CONDITIONING";"";"This is the extract of the flowers of Camellia japonica , Carthamus tinctorius (safflower), and Prunus mume ; the fruits of Aronia arbutifolia , Euterpe oleracea , Vaccinium angustifolium (blueberry), and Vaccinium macrocarpon (cranberry); the leaves of Camellia sinensis ; the peel of Garcinia mangostana ; the seeds of Coffea arabica (coffee); propolis, and wine."
"Prunus padus";"species";"Rosaceae";"Prunus";"padus";"Prunus padus";"Accepted";"1";"tpl;usda";"ANTIOXIDANT";"";"Prunus Padus Extract is the extract of the whole plant, Prunus padus, Rosaceae."
"Prunus pedunculata";"species";"Rosaceae";"Prunus";"pedunculata";"Prunus pedunculata";"Accepted";"1";"tpl;usda";"EMOLLIENT, SKIN CONDITIONING";"";"Prunus Pedunculata Seed Oil is the oil expressed from the seeds of Prunus Pedunculata, Rosaceae."
"Prunus salicina";"species";"Rosaceae";"Prunus";"salicina";"Prunus salicina";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"This is the extract of the product obtained by the fermentation of the fruits of Citrus unshui, Citus japonica, Citrus junos, Pyrus malus, Musa sapientum, Carica papaya, Pyrus serotina, Diospyros kaki, Citrullus vulgaris, Prunus persica, Prunus mume, Ficus carica, Chaenomeles sinensis, Eriobotrya japonica, Prunus armeniaca, Zizyphus jujuba, Cucurbita maxima, Castanea crenata, Vitis coignetiae, Rubus idaeus, Momordica grosbenorii, Ginkgo biloba, Juglans subcordiformis, Prunus salicina, Akebia quinata, Ctataegus cuneata, Cornus officinalis, Nephelium longana , the flowers of Chamomilla recutita, Carthamus tinctorius , the seeds of Lycium chinense, Glycine max, Phaseolus angularis, Canavalia ensiformis, Oryza sativa, Hordeum vulgare, Coix lachryma-jobi, Echinochloa crus-galli, Setaria italica, Panicum miliaceum, Sesamum indicum, Cassia obtusifolia, Pinus koraiensis , roots of Ipomoea batatas, Helianthus tuberosus, Colocasia antiquorum, Dioscorea batatas, Raphanus sativus, Brassica rapa, Daucus carota sativa, Arctium lappa, Nelumbo nucifera, Lilium auratum, Glycyrrhiza glabra, Sagittaria trifolia, Smallanthus sonchifolius, Acanthopanax sieboldianus , leaves of Brassica oleracea capitata, Morus bombycis, Perilla frutescens, Sasa veitchii , bulb of Allium sativum, Allium cepa , fruiting body of Hydnum erinaceum, Grifola frondosa, Lentinus edodes, Auricularia auricula , rhizomes of Zingiber officinale, Beta vulgaris, Polygonatum odoratum, Curcuma longa , the alga, Iridea laminarioides, Laminaria japonica, Nemacystus decipiens, Undaria pinnatifida , and the whole plants, Houttuynia cordata, Artemisia princeps, Glechoma hederacea, Taraxacum officinale, Isodon japonicus, Plantago asiatica by the microorganisms, Aspergillus, Lactobacillus, Pediococcus, Saccharomyces and Zygosaccharomyces"
"Prunus sargentii";"species";"Rosaceae";"Prunus";"sargentii";"Prunus sargentii";"Accepted";"1";"tpl";"ANTIOXIDANT, SKIN CONDITIONING";"";"Prunus Sargentii Fruit Extract is the extract of the fruit of Prunus sargentii, Rosaceae."
"Prunus serotina";"species";"Rosaceae";"Prunus";"serotina";"Prunus serotina";"Accepted";"1";"tpl;tropicos;usda";"MOISTURISING, SKIN CONDITIONING";"";"Prunus Serotina Bark is a plant material derived from the dried stem bark of the Wild Cherry, Prunus serotina, Rosaceae"
"Prunus serrulata";"species";"Rosaceae";"Prunus";"serrulata";"Prunus serrulata";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"This is the extract of the flowers of Adonis Amurensis/Akebia Quinata/Albizia Julibrissin/Althaea Rosea/Angelica Acutiloba/Angelica Anomala/Aquilegia Buergeriana/Artemisia Princeps/Aster Ciliosus/Aster Scaber/Brassica Campestris/Broussonetia Kazinoki/Callistephus Chinensis/Camellia Japonica/Camellia Sinensis/Campsis Grandiflora/Caragana Sinica/CarthamusTinctorius/Cassia Obtusifolia/Celosia Cristata/Cercis Chinensis/Chaenomeles Sinensis/Chrysanthemum Indicum/Chrysanthemum Zawadskii/Clematis Terniflora/Commelina Communis/Cornus Kousa/Cornus Officinalis/Corydalis Incisa/Corydalis Turtschaninovii/Cucurbita Moschate/Dendrobium Nobile/Dianthus Chinensis/Elsholtzia Splendens/Eupatorium Lindleyanum/Forsythia Koreana/Fritillaria Ussuriensis/Gardenia Jasminoides/Ginkgo Biloba/Helianthus Annuus/Helianthus Tuberosus/Hemerocallis Fulva/Hibiscus Mutabilis/Hibiscus Syriacus/Hosta Plantaginae/Hydrangea Macrophylla/Impatiens Balsamina/Ipomea Hederacea/Iris Pallasii/Iris Pseudacorus/Kerria Japonica/Lagerstroemia Indica/Leonurus Sibiricus/Lespedeza Bicolor/Lilium Lancifolium/Lindera Obtusiloba/Liriopes Muscari/Lonicera Japonica/Lycoris Radiata/Magnolia Kobus/Magnolia Liliflora/Malus Sieboldii/Narcissus Tazetta/Nelumbo Nucifera/Oenothera Biennis/Paeonia Lactiflora/Paeonia Suffruticosa/Papaver Rhoeas/PatriniaScabiosifolia/Paulownia Coreana/Persicaria Thunbergii/Petasites Japonicus/Phytolacca Esculenta/Platycodon Grandiflorus/Polygonum Odoratum/Ponicirus Trifoliata/Prunus Armeniaca/Prunus Mume/Prunus Persica/Prunus Serrulata/Prunus Tomentosa/Pueraria Lobata/Rhododendron Mucronulatum/Robinia Pseudacacia/Rosa Multiflora/Rosa Rugosa/Sasa Borealis/Sophora Japonica/Spiraea Prunifolia/Styrax Japonica/Syringa Vulgaris/Taraxacum Platycarpum/Tulipa Edulis/Viola Mandschurica/Weigela Subsessilis/Wisteria Sinensis/Zanthoxylum Schinifolium/Zea Mays/Zingiber Mioga/Zinnia Elegans Flower Extract"
"Prunus speciosa";"species";"Rosaceae";"Prunus";"speciosa";"Prunus speciosa";"Accepted";"1";"tpl";"HUMECTANT, SKIN CONDITIONING, SKIN PROTECTING";"";"Prunus Speciosa Bark Extract is an extract of the bark of Prunus speciosa, Rosaceae"
"Prunus spinosa";"species";"Rosaceae";"Prunus";"spinosa";"Prunus spinosa";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Prunus Spinosa Flower Extract is an extract of the flowers of the Blackthorn, Prunus spinosa L., Rosaceae"
"Prunus subhirtella";"species";"Rosaceae";"Prunus";"subhirtella";"Prunus subhirtella";"Accepted";"1";"tpl;usda";"SKIN CONDITIONING";"";"Prunus Subhirtella Ascendens Leaf Extract is the extract of the leaves of Prunus subhirtella, Rosaceae."
"Prunus tomentosa";"species";"Rosaceae";"Prunus";"tomentosa";"Prunus tomentosa";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"This is the extract of the flowers of Adonis Amurensis/Akebia Quinata/Albizia Julibrissin/Althaea Rosea/Angelica Acutiloba/Angelica Anomala/Aquilegia Buergeriana/Artemisia Princeps/Aster Ciliosus/Aster Scaber/Brassica Campestris/Broussonetia Kazinoki/Callistephus Chinensis/Camellia Japonica/Camellia Sinensis/Campsis Grandiflora/Caragana Sinica/CarthamusTinctorius/Cassia Obtusifolia/Celosia Cristata/Cercis Chinensis/Chaenomeles Sinensis/Chrysanthemum Indicum/Chrysanthemum Zawadskii/Clematis Terniflora/Commelina Communis/Cornus Kousa/Cornus Officinalis/Corydalis Incisa/Corydalis Turtschaninovii/Cucurbita Moschate/Dendrobium Nobile/Dianthus Chinensis/Elsholtzia Splendens/Eupatorium Lindleyanum/Forsythia Koreana/Fritillaria Ussuriensis/Gardenia Jasminoides/Ginkgo Biloba/Helianthus Annuus/Helianthus Tuberosus/Hemerocallis Fulva/Hibiscus Mutabilis/Hibiscus Syriacus/Hosta Plantaginae/Hydrangea Macrophylla/Impatiens Balsamina/Ipomea Hederacea/Iris Pallasii/Iris Pseudacorus/Kerria Japonica/Lagerstroemia Indica/Leonurus Sibiricus/Lespedeza Bicolor/Lilium Lancifolium/Lindera Obtusiloba/Liriopes Muscari/Lonicera Japonica/Lycoris Radiata/Magnolia Kobus/Magnolia Liliflora/Malus Sieboldii/Narcissus Tazetta/Nelumbo Nucifera/Oenothera Biennis/Paeonia Lactiflora/Paeonia Suffruticosa/Papaver Rhoeas/PatriniaScabiosifolia/Paulownia Coreana/Persicaria Thunbergii/Petasites Japonicus/Phytolacca Esculenta/Platycodon Grandiflorus/Polygonum Odoratum/Ponicirus Trifoliata/Prunus Armeniaca/Prunus Mume/Prunus Persica/Prunus Serrulata/Prunus Tomentosa/Pueraria Lobata/Rhododendron Mucronulatum/Robinia Pseudacacia/Rosa Multiflora/Rosa Rugosa/Sasa Borealis/Sophora Japonica/Spiraea Prunifolia/Styrax Japonica/Syringa Vulgaris/Taraxacum Platycarpum/Tulipa Edulis/Viola Mandschurica/Weigela Subsessilis/Wisteria Sinensis/Zanthoxylum Schinifolium/Zea Mays/Zingiber Mioga/Zinnia Elegans Flower Extract"
"Prunus triloba";"species";"Rosaceae";"Prunus";"triloba";"Prunus triloba";"Accepted";"1";"tpl;tropicos;usda";"EMOLLIENT, SKIN CONDITIONING";"";"Prunus Triloba Fruit Water is the aqueous solution of the steam distillate obtained from the fruit of Prunus triloba, Rosaceae."
"Prunus virginiana";"species";"Rosaceae";"Prunus";"virginiana";"Prunus virginiana";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Prunus Virginiana Bark Extract is an extract of the bark of Prunus Virginiana L., Rosaceae"
"Cerasus yedoensis";"species";"Rosaceae";"Prunus";"yedoensis";"Cerasus yedoensis";"Synonym";"1";"tpl";"HUMECTANT, SKIN PROTECTING";"";"Prunus Yedoensis Bark Extract is an extract of the bark of Prunus yedoensis, Rosaceae"
"Prunus zippeliana";"species";"Rosaceae";"Prunus";"zippeliana";"Prunus zippeliana";"Accepted";"1";"tpl";"HUMECTANT, SKIN CONDITIONING";"";"Prunus Zippeliana Bark/Twig Extract is the extract of the bark and twigs of Prunus zippeliana, Rosaceae."
"Pseudotsuga menziesii";"species";"Pinaceae";"Pseudotsuga";"menziesii";"Pseudotsuga menziesii";"Accepted";"1";"tpl;tropicos;usda";"FLAVOURING";"";"Pseudotsuga Menziesii (Balsam Oregon) Branch Water is the aqueous solution of the steam distillates obtained the branches of Pseudotsuga menziesii, Pinaceae."
"Pseudowintera colorata";"species";"Winteraceae";"Pseudowintera";"colorata";"Pseudowintera colorata";"Accepted";"1";"tpl;tropicos";"SKIN CONDITIONING";"";"Pseudowintera Colorata Flower/Leaf Extract is the extract of the flowers and leaves of Pseudowintera colorata, Winteraceae."
"Psiadia altissima";"species";"Asteraceae";"Psiadia";"altissima";"Psiadia altissima";"Accepted";"1";"gcc;tropicos";"ANTIMICROBIAL, MASKING, PERFUMING";"";"Psiadia Altissima Leaf Oil is the volatile oil obtained from the leaves of Psiadia altissima, Asteraceae"
"Psidium cattleianum";"species";"Myrtaceae";"Psidium";"cattleianum";"Psidium cattleianum";"Accepted";"1";"tpl";"ANTIOXIDANT, SKIN CONDITIONING";"";"Psidium Cattleianum Fruit Extract is the extract of the fruit of Psidium cattleianum, Myrtaceae."
"Psidium guajava";"species";"Myrtaceae";"Psidium";"guajava";"Psidium guajava";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"This is the extract of the product obtained by the fermentation of the flowers and leaves of Cananga odorata ; the fruiting bodies of Ganoderma lucidum ; the leaves of Corchorus olitorius , Lawsonia inermis (henna), Melia azadirachta , Morus alba , Muntingia calabura , Psidium guajava , and Tamarindus indica ; the leaves and peels of Citrus hystrix ; the leaves and stems of Cymbopogon nardus (citronella), Cymbopogon schoenanthus , and Ocimum tenuiflorum ; the rhizomes of Alpinia galanga , Boesenbergia rotunda , Curcuma longa (turmeric), and Zingiber officinale (ginger); and the roots of Zingiber cassumunar."
"Psophocarpus tetragonolobus";"species";"Fabaceae";"Psophocarpus";"tetragonolobus";"Psophocarpus tetragonolobus";"Accepted";"1";"ildis";"ANTISEBORRHOEIC, EMOLLIENT, SKIN CONDITIONING";"";"Bacillus/Monascus/Psophocarpus Tetragonolobus Seed Ferment Filtrate is a filtrate of the product obtained by the fermentation of the seeds of Psophocarpus tetragonolobus by the microorganisms Bacillus and Monascus."
"Cullen corylifolium";"species";"Fabaceae";"Psoralea";"corylifolia";"Cullen corylifolium";"Synonym";"1";"ildis";"ANTIOXIDANT, SKIN CONDITIONING";"";"This is the extract of the germinated seeds of Carthamus tinctorius , the seeds of Plantago asiatica, Nelumbo nucifera, Psoralea corylifolia, Allium tuberosum, Brassica campestris, Alpinia oxyphylla , the fruit of Lycium chinense, Tribulus terrestris, Cornus officinalis, Rubus coreanus, Zizyphus jujuba , the roots of Astragalus membranaceus, Platycodon grandiflorum, Panax ginseng, Polygala tenuifolia, Rehmannia glutinosa , the bark of Eucommia ulmoides , the whole plants Polygonum multiflorum, Angelica gigas, Dendrobium nobile, Achyranthes japonica, Epimedium koreanum, Morinda citrifolia, Poria Cocos and Antler Velvet"
"Pteridium aquilinum";"species";"Dennstaedtiaceae";"Pteridium";"aquilinum";"Pteridium aquilinum";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Pteridium Aquilinum Extract is the extract of the whole plant, Pteridium aquilinum (L.), Dennstaedtiaceae"
"Pteris dispar";"species";"Pteridaceae";"Pteris";"dispar";"Pteris dispar";"Accepted";"1";"tpl;tropicos";"SKIN CONDITIONING";"";"Pteris Dispar Leaf Extract is the extract of the leaves of Pteris dispar, Pteridaceae."
"Pteris multifida";"species";"Pteridaceae";"Pteris";"multifida";"Pteris multifida";"Accepted";"1";"tpl;tropicos;usda";"ANTIOXIDANT, SKIN CONDITIONING";"";"Pteris Multifida Extract is the extract of the whole plant, Pteris multifida, Pteridaceae"
"Pterocarpus santalinus";"species";"Fabaceae";"Pterocarpus";"santalinus";"Pterocarpus santalinus";"Accepted";"1";"ildis";"SKIN CONDITIONING";"";""
"Pterocarpus soyauxii";"species";"Fabaceae";"Pterocarpus";"soyauxii";"Pterocarpus soyauxii";"Accepted";"1";"ildis;tropicos";"ASTRINGENT";"";"Pterocarpus Soyauxii Wood Extract is the extract of the wood of Pterocarpus soyauxii, Fabaceae"
"Ptychopetalum olacoides";"species";"Olacaceae";"Ptychopetalum";"olacoides";"Ptychopetalum olacoides";"Accepted";"1";"tpl;tropicos";"SKIN CONDITIONING";"";"Ptychopetalum Olacoides Bark Extract is the extract of the bark of the Potency Wood, Ptychopetalum olacoides, Olacaceae"
"Pueraria montana";"species";"Fabaceae";"Pueraria";"montana";"Pueraria montana";"Accepted";"1";"tpl";"SKIN CONDITIONING";"";"Forsythia Viridissima Fruit/(Actaea Dahurica/Glycyrrhiza Glabra (Licorice)/Paeonia Lactiflora/Platycodon Grandiflorus/Pueraria Montana) Root Extract is the extract of the fruit of Forsythia viridissima and the roots of Actaea dahurica , Glycyrrhiza glabra , Paeonia lactiflora , Platycodon grandiflorus and Pueraria montana."
"Pueraria tuberosa";"species";"Fabaceae";"Pueraria";"tuberosa";"Pueraria tuberosa";"Accepted";"1";"ildis";"ANTIOXIDANT, SKIN PROTECTING";"";"Pueraria Tuberosa Leaf Cell Extract is the extract of a culture of the leaf cells of Pueraria tuberosa, Fabaceae."
"Pulmonaria officinalis";"species";"Boraginaceae";"Pulmonaria";"officinalis";"Pulmonaria officinalis";"Accepted";"1";"tpl;usda";"ASTRINGENT, EMOLLIENT, SKIN CONDITIONING";"";"Pulmonaria Officinalis Extract is an extract of the whole plant of the Lungwort, Pulmonaria officinalis L., Boraginaceae"
"Anemone chinensis";"species";"Ranunculaceae";"Pulsatilla";"chinensis";"Anemone chinensis";"Synonym";"1";"tpl";"SKIN CONDITIONING";"";"Pulsatilla Chinensis Root Extract is the extract of the roots of Pulsatilla chinensis, Ranunculaceae."
"Pulsatilla cernua";"species";"Ranunculaceae";"Pulsatilla";"koreana";"Pulsatilla cernua";"Synonym";"1";"tpl;tropicos";"SKIN CONDITIONING";"";"Pulsatilla Koreana Extract is an extract of the whole plant, Pulsatilla koreana, Ranunculaceae"
"Punica granatum";"species";"Lythraceae";"Punica";"granatum";"Punica granatum";"Accepted";"1";"tpl;tropicos;usda";"EMOLLIENT, SKIN CONDITIONING";"";"It is a filtrate of the product obtained by the fermentation of grains of Oryza sativa and fruits of Citrus junos, Prunus mume and Punica granatum by the microorganisms, Acetobacter and Lactobacillus."
"Pycnanthus angolensis";"species";"Myristicaceae";"Pycnanthus";"angolensis";"Pycnanthus angolensis";"Accepted";"1";"tpl;tropicos";"EMOLLIENT";"";"Pycnanthus Angolensis Nut Oil is the oil expressed from the nut of Pycnanthus angolensis, Myristicaceae"
"Pyracantha fortuneana";"species";"Rosaceae";"Pyracantha";"fortuneana";"Pyracantha fortuneana";"Accepted";"1";"tpl";"SKIN CONDITIONING";"";"Pyracantha Fortuneana Fruit Extract is an extract of the fruit of Pyracantha fortuneana, Rosaceae"
"Pyrostegia venusta";"species";"Bignoniaceae";"Pyrostegia";"venusta";"Pyrostegia venusta";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"Pyrostegia Venusta Flower Extract is the extract of the flowers of Pyrostegia venusta, Bignoniaceae."
"Pyrrosia hastata";"species";"Polypodiaceae";"Pyrrosia";"hastata";"Pyrrosia hastata";"Accepted";"1";"tpl";"SKIN CONDITIONING";"";"Pyrrosia Hastata Extract is the extract of the whole plant, Pyrrosia hastata, Polypodiaceae"
"Pyrrosia lingua";"species";"Polypodiaceae";"Pyrrosia";"lingua";"Pyrrosia lingua";"Accepted";"1";"tpl;tropicos";"SKIN CONDITIONING";"";"Pyrrosia Lingua Extract is the extract of the whole plant, Pyrrosia lingua, Polypodiaceae"
"Pyrus bretschneideri";"species";"Rosaceae";"Pyrus";"bretschneideri";"Pyrus bretschneideri";"Accepted";"1";"tpl;tropicos";"SKIN CONDITIONING";"";"Pyrus Bretschneideri Fruit Extract is the extract of the fruit of Pyrus bretschneideri, Rosaceae."
"Pyrus communis";"species";"Rosaceae";"Pyrus";"communis";"Pyrus communis";"Accepted";"1";"tpl;tropicos;usda";"SKIN CONDITIONING";"";"This is the extract of the product obtained by the fermentation of the roots of Brassica rapa (turnip), Curcuma zedoaria, Arctium lappa, Zingiber officinale (ginger), Solanum tuberosum (potato), Daucus carota (carrot), Pfaffia paniculata, Lepidium meyenii, Manihot esculenta, Smallanthus sonchifolius, Laminaria japonica, Curcuma longa (turmeric); the fruit of Euterpe oleracea, Malpighia glabra (acerola), Illicium verum (anise), Citrus aurantium dulcis (orange), Cucurbita pepo (pumpkin), Myrciaria dubia, Paullinia cupana, Actinidia chinensis (kiwi), Psidium guajava, Citrullus vulgaris (watermelon), Taverrhoa carambola, Solanum lycopersicum (tomato), Prunus domestica, Ananas sativus (pineapple), Musa sapientum (banana), Carica papaya (papaya), Capsicum annuum, Garcinia mangostana (mango), Cucumis melo (melon), Pyrus communis, Pyrus malus (apple), Citrus medica limonum (lemon), and Chaenomeles sinensis; the seeds of Phaseolus angularis, Panicum italicum, Cicer arietinum, Pisum sativum (pea), Avena sativa (oat), Hordium vulgare, Panicum miliaceum (millet), Oryza sativa (rice), Sesamum indicum (sesame), Glycine soja (soybean), Sorghum bicolor, Zea mays (corn), Coix lachryma-jobi ma-yuen, Lecythis ollaria, Echinochloa crus-galli, Triticum vulgare (wheat), Phaseolus vulgaris, Secale cereale (rye), and Lens esculenta (lentil); the leaves of Gynostemma pentaphyllum, Laminaria japonica, Echinodorus macrophyllus, Stevia rebaudiana, Ilex paraguariensis, Cymbopogon citratus, Citrullus vulgaris (watermelon), Rosmarinus officinalis (rosemary), Undaria pinnatifida, Aloe arborescens, Olea europaea (olive), Camellia sinensis, Artemisia princeps, Sasa veitchii and Alpinia speciosa; the wood of Erythroxylum catuaba and Uncaria tomentosa; the bark of Cinnamomum cassia and Tabebuia avellanedae; the rhizomes of Nelumbo nucifera; the flowers of Anthemis nobilis; the fruiting body of Sparassis crispa, Pleurotus eryngii and Pleurotus sajor-caju; the alga, Fucus vesiculosus and Cladosiphon okamuranus; and the whole plants, Chlorella vulgaris, Houttuynia cordata, Crataegus oxyacantha, Cordyceps sinensis and Ampelopsis brevipedunculata, by the microorganism, Aspergillus"
"Mespilus germanica";"species";"Rosaceae";"Pyrus";"germanica";"Mespilus germanica";"Synonym";"1";"tpl";"SKIN CONDITIONING";"";"Pyrus Germanica Extract is an extract of the Medlar, Pyrus germanica, Rosaceae"
"Pyrus lindleyi";"species";"Rosaceae";"Pyrus";"lindleyi";"Pyrus lindleyi";"Accepted";"0.98";"tpl";"SKIN CONDITIONING";"";"Aspergillus/Lactobacillus/Saccharomyces/Actinidia Arguta Fruit/Akebia Quinata Fruit/Corylus Heterophylla Fruit/Diospyros Lotus Fruit/Morus Alba Fruit/Prunus Davidiana Fruit/Pyrus Lindleji Fruit/Rubus Crataegifolius Fruit/Vitis Amurensis Fruit Ferment Filtrate is a filtrate of the product obtained by the fermentation of the fruit of Actinidia arguta, Akebia quinata, Corylus heterophylla, Diospyros lotus, Morus alba, Prunus davidiana, Pyrus lindleji, Rubus crataegifolius and Vitis amurensis, by the microorganisms, Aspergillus, Lactobacillus and Saccharomyces"
"Pyrus pyrifolia";"species";"Rosaceae";"Pyrus";"pyrifolia";"Pyrus pyrifolia";"Accepted";"1";"tpl";"SKIN CONDITIONING";"";"This is the filtrate of an extract of the product obtained by the fermentation of the seeds of Hordeum vulgare, Glycine max (soybean), Oryza sativa (rice), Sesamum indicum (sesame), Juglans sieboldiana, Ginkgo biloba, Canavalia gladiata, Phaseolus angularis, Coix-lachryma-Jobi Ma-yuen, Echinochloa utilis, Setaria italica, Panicum miliaceum (Millet), and Castanea sativa (chestnut); the fruits of Citrus unshiu, Vitis labrusca, Pyrus malus (apple), Vitis coignetiae, Musa paradisica (banana), Prunus persica (peach), Diospyros kaki, Carica papaya (papaya), Pyrus pyrifolia, Citrullus vulgaris (watermelon), Prunus mume, Ficus carica (fig), Chaenomeles sinensis, Cucurbita maxima, Rubus idaeus, Fortunella crassifolia, Citrus junos, Eriobotrya japonica, Prunus armeniaca (apricot), Zizyphus jujuba, Castanea crenata, Lycium chinense, Actinidia polygama, Prunus salicina, Akebia quinata, Momordica grosvenorii, Crataegus Cuneata, Cornus officinalis, Euphoria longan, and Panax ginseng; the roots of Ipomoea batatas, Daucus carota (carrot), Beta vulgaris, Raphanus sativus (radish), Brassica rapa (turnip), and Glycyrrhiza glabra; the tubers of Helianthus tuberosus, Colocasia esculenta and Saggitaria trifolia edulis; the bulbs of Allium cepa (onion), and Lilium auratum; the rhizomes of Dioscorea japonica, and Nelumbo nucifera; the leaves of Brassica oleracea capitata (cabbage), Perilla ocymoides, Morus bombycis, Laminaria japonica, Undaria pinnatifida and Rhodoglossum pulcherum; the flowers of Hemerocallis fulva kwanso; the whole plants Houttuynia cordata, Artemisia princeps; and the fruiting bodies of Grifola fondosa, Hericium Erinaceum and Lentinus edodes, by the microorganisms Acetobacter, Aspergillus, Lactobacillus, Leuconostoc, Pediococcus, Saccharomyces and Zygosaccharomyces"
